707172	A3288M014	331.41479	-13.271639	160.05	52812.5134461	I.MP9701	03AL03	03AQ05	2003-06-22	12:19:21.75	
707173	A3288M004	331.06792	-12.362639	160.05	52812.5164656	I.MP9701	03AL03	03AQ05	2003-06-22	12:23:42.63	
707360	A3278P014	329.4545	-10.877028	160.04	52813.6010053	I.MP9701	03AL03	03AQ05	2003-06-23	14:25:26.86	
707359	A3278P004	329.794	-11.788139	160.04	52813.5980281	I.MP9701	03AL03	03AQ05	2003-06-23	14:21:09.62	
707361	A3288M014	331.41479	-13.271694	160.04	52813.6040775	I.MP9701	03AL03	03AQ05	2003-06-23	14:29:52.30	
707362	A3288M004	331.06792	-12.362639	160.05	52813.6071011	I.MP9701	03AL03	03AQ05	2003-06-23	14:34:13.53	
705176	VWDAA01	188.56483	-5.3078056	140.04	52796.4111303	R.MP9601	03AL03	03AQ04	2003-06-06	9:52:01.66	
705145	VWDAA15	192.07858	-4.6469167	140.04	52796.3210218	R.MP9601	03AL03	03AQ04	2003-06-06	7:42:16.28	
705144	VWDAA16	192.46408	-3.7356667	140.06	52796.3182355	R.MP9601	03AL03	03AQ04	2003-06-06	7:38:15.55	
705148	VWDAA13	191.30438	-6.4686667	140.05	52796.3321346	R.MP9601	03AL03	03AQ04	2003-06-06	7:58:16.43	
705143	VWDAA01	188.56483	-5.3078611	140.04	52796.3153612	R.MP9601	03AL03	03AQ04	2003-06-06	7:34:07.21	
705146	VWDAA14	191.69208	-5.5579167	140.05	52796.3238041	R.MP9601	03AL03	03AQ04	2003-06-06	7:46:16.67	
707347	A3288P004	330.72342	-11.453139	160.05	52813.5613987	I.MP9701	03AL03	03AQ05	2003-06-23	13:28:24.85	
707344	A3278P014	329.4545	-10.877028	160.05	52813.5522649	I.MP9701	03AL03	03AQ05	2003-06-23	13:15:15.69	
707346	A3288M004	331.06792	-12.362639	160.04	52813.5584342	I.MP9701	03AL03	03AQ05	2003-06-23	13:24:08.71	
