 K02O20 5.84294602274895 -0.2034552693367 1327.6150 5.5590 69.02
 K02O31 5.86165934801102 -0.1910050958395 6705.3150 117.8306 68.34
 K02O32 5.83455473184586 -0.19610570371151 5.0930 0.2967 65.65
 L3f01 3.41522678732872 -0.0929957777261734 1.7747 0.2545 114.79
 L3f02 3.40742737054825 -0.11871375143528 2.3661 0.1933 112.72
 l3f03 3.42384919524193 -0.113526880741119 11209.8408 4867.2970 109.11
 L3f04PD 3.41616041958332 -0.142826676368713 1.7038 0.2469 118.51
 l3f05 3.4423191100359 -0.0619665049016476 7350.5592 366.7000 112.35
 L3h01 3.51643949747086 -0.144667506217957 2.3760 0.1583 108.56
 l3h02 3.47249954938889 -0.182029649615288 8210.6817 497.3465 112.46
 l3h03 3.47269557416439 -0.148225948214531 6557.0190 5290.5908 113.24
 L3h04 3.46930459141731 -0.118915736675262 1.0313 0.1906 100.38
 L3h05 3.48569981753826 -0.132240012288094 3.7641 0.2460 112.90
 L3h06 3.48995894193649 -0.117638818919659 3.1907 0.1916 111.72
 l3h07 3.4900563955307 -0.125420466065407 6002.9658 369.8000 111.47
 L3h08 3.52740883827209 -0.136529698967934 1.8095 0.1936 104.98
 L3h09 3.48746918141842 -0.156798556447029 3.2129 0.2571 111.80
 L3h10 3.48307348787785 -0.173682704567909 2382.0524 94.9853 114.19
 L3h11 3.54038178920746 -0.132906883955002 1.5585 0.2616 97.21
 l3h12 3.46380226314068 -0.168350428342819 3542.6547 339.7137 112.54
 L3h13 3.49822998046875 -0.141757592558861 4.0557 0.3108 112.54
 L3h14 3.53942915797234 -0.14554651081562 3.1792 0.2533 113.71
 L3h15 3.50554324686527 -0.14372493326664 2192.8509 27.3369 111.63
 L3h16 3.49236957728863 -0.132825881242752 2260.1868 22.8773 111.53
 l3h17 3.48613925278187 -0.174481928348541 4411.3025 385.1101 111.77
 L3h18 3.52570988237858 -0.151746615767479 4.7080 0.2519 112.37
 L3h19 3.56933623552322 -0.167316630482674 3.3138 0.1661 111.86
 L3h20 3.52343246340752 -0.200969755649567 4.1737 0.2567 115.93
 L3q01 5.82367435097694 -0.170548871159554 0.3737 0.2114 78.50
 L3q02PD 5.82436814904213 -0.168603628873825 0.5190 0.1772 68.25
 L3q03 5.78340500593185 -0.185733541846275 0.3446 0.2139 77.19
 L3q04PD 5.80588638782501 -0.19492207467556 0.9959 0.2530 66.18
 l3q05 5.82770571112633 -0.161582574248314 4169.1579 78.9310 68.94
 L3q06PD 5.84248155355453 -0.176172330975533 3995.7148 77.0533 68.89
 L3q07 5.85182279348373 -0.208863630890846 4117.2907 108.3873 68.88
 L3q08PD 5.86278989911079 -0.180985182523727 1.6019 0.2694 64.24
 L3q09PD 5.85308119654655 -0.165881708264351 4208.0428 75.3873 68.77
 L3s01 0.0451682112179697 0.0343578197062016 0.4545 0.2069 66.56
 L3s02 0.111238989047706 0.0480234436690807 0.3793 0.1559 71.73
 L3s03 6.26527637243271 -0.029905654489994 0.4122 0.2108 74.42
 L3s05 6.27513885498047 -0.0137357749044895 0.4604 0.1737 69.02
 L3s06 0.0218491157284006 0.00220460770651698 0.4551 0.1865 68.66
 L3w04 1.17228202521801 0.401731252670288 3.8354 0.3364 36.19
 L3w05 1.18768315762281 0.377336859703064 3.9368 0.3853 133.95
 L3w07 1.24482918530703 0.364226162433624 4.5205 0.6235 9.48
 L3w08 1.26597974449396 0.402389496564865 1582.0000 6.1326 83.61
 L3w11 1.26810103654861 0.400423020124435 8.6513 0.3371 69.63
 L3w12 1.32289700210094 0.388068556785583 3958.2939 197.0705 84.61
 l3w13 1.28724474459887 0.422291874885559 122.3263 14.4448 28.13
 l3w14 1.32407214492559 0.395191013813019 7689.3419 6335.1015 77.50
 l3w15 1.29646003246307 0.378977000713348 7686.3071 4879.4366 39.08
 L3w16 1.33107829838991 0.409000784158707 3020.9311 35.1368 86.73
 L3w17 1.34830936789513 0.409245640039444 93.7368 0.5090 81.14
 l3w18 1.34391356259584 0.401012063026428 6622.7254 4412.5558 13.39
 l3w19 1.37334622442722 0.413614690303802 6506.8209 4127.3774 5.87
 L3y01 2.0181767642498 0.376838058233261 13.1995 0.7238 76.18
 L3y02 1.99268862605095 0.401559889316559 183.2107 3.0772 81.39
 L3y04 2.00121223926544 0.369716495275497 406.9623 4.8218 100.81
 L3y05 1.99847549200058 0.40606689453125 345.6614 6.7895 96.76
 L3y07 2.00045630335808 0.383894771337509 6.8143 0.3026 100.24
